person,question,response_n,response,choices_json
p47,What other tech meetups do you go to?,0,Big Data Madison (https://www.meetup.com/BigDataMadison),"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
p47,What other tech meetups do you go to?,1,Data Science Madison (http://www.meetup.com/Data-Science-Madison),"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
p48,What other tech meetups do you go to?,0,,"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
p49,What other tech meetups do you go to?,0,,"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
p50,What other tech meetups do you go to?,0,,"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
p51,What other tech meetups do you go to?,0,Big Data Madison (https://www.meetup.com/BigDataMadison),"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
p51,What other tech meetups do you go to?,1,Madison Area Software Devs (http://www.meetup.com/softwaredev-113),"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
p52,What other tech meetups do you go to?,0,,"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
p53,What other tech meetups do you go to?,0,,"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
p54,What other tech meetups do you go to?,0,Data Science Madison (http://www.meetup.com/Data-Science-Madison),"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
p54,What other tech meetups do you go to?,1,Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech),"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
p55,What other tech meetups do you go to?,0,,"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
p56,What other tech meetups do you go to?,0,Big Data Madison (https://www.meetup.com/BigDataMadison),"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
p57,What other tech meetups do you go to?,0,MadJS (https://www.meetup.com/MadisonJS),"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
p57,What other tech meetups do you go to?,1,Big Data Madison (https://www.meetup.com/BigDataMadison),"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
p57,What other tech meetups do you go to?,2,Data Science Madison (http://www.meetup.com/Data-Science-Madison),"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
p57,What other tech meetups do you go to?,3,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group),"[""MadJS (https://www.meetup.com/MadisonJS)"", ""Big Data Madison (https://www.meetup.com/BigDataMadison)"", ""Data Science Madison (http://www.meetup.com/Data-Science-Madison)"", ""Madison Area Software Devs (http://www.meetup.com/softwaredev-113)"", ""Madison DevOps (https://www.meetup.com/Madison-Devops)"", ""Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)"", ""Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)"", ""Ionic Madison (https://www.meetup.com/Ionic-Madison)"", ""Containers Madison (https://www.meetup.com/Containers-Madison)"", ""Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)"", ""Madison PHP (https://www.meetup.com/madisonphp)"", ""MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)"", ""Madison Web Meetup (https://www.meetup.com/madisonwebmeetup)"", ""MadHackers (https://www.meetup.com/madhackers)"", ""Mad-Railers (https://www.meetup.com/Mad-Railers)"", ""Other:""]"
